Gene,Non-unique Gene name,Annotation,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_3275,;rimL,GNAT family N-acetyltransferase;Protein N-acetyltransferase RimJ/RimL family,FHNNJA_12115,CJHMOJ_02505,HCJMML_03070,LIMHLO_02095,JEILEN_03110,JBIPMC_03110,PEDMFB_12485,PMCJLP_02890,MIJGKE_12485,JCNBHB_12495,CGGMPE_12195,LOEDCI_03115,FNCLAJ_02895
group_3274,,DUF5105 domain-containing protein;hypothetical protein,FHNNJA_01545,CJHMOJ_13740,HCJMML_14365,LIMHLO_11895,JEILEN_14745;JEILEN_14740,JBIPMC_14470,PEDMFB_14535,PMCJLP_13560,MIJGKE_14470,JCNBHB_14475,CGGMPE_14175,LOEDCI_14275,FNCLAJ_13830
group_3273,,hypothetical protein,FHNNJA_09875,CJHMOJ_04510,HCJMML_05100,LIMHLO_04030,JEILEN_05100,JBIPMC_05155,PEDMFB_10055,PMCJLP_04805,MIJGKE_10060,JCNBHB_10065,CGGMPE_10060,LOEDCI_05010,FNCLAJ_04810
group_3272,citB,DNA-binding response regulator DpiB of citrate/malate metabolism,FHNNJA_09120,CJHMOJ_05385,HCJMML_05875,LIMHLO_04785,JEILEN_06120,JBIPMC_05930,PEDMFB_09280,PMCJLP_05550,MIJGKE_09285,JCNBHB_09290,CGGMPE_09285,LOEDCI_05780,FNCLAJ_05555
group_3271,,Nucleoside 2-deoxyribosyltransferase,FHNNJA_01360,CJHMOJ_13925,HCJMML_14530,LIMHLO_12070,JEILEN_14915,JBIPMC_14630,PEDMFB_14745,PMCJLP_13745,MIJGKE_14680,JCNBHB_14685,CGGMPE_14385,LOEDCI_14445,FNCLAJ_14015
group_3269,,Lipoprotein,FHNNJA_10025,CJHMOJ_04355,HCJMML_04950,LIMHLO_03880,JEILEN_04950,JBIPMC_05005,PEDMFB_10205,PMCJLP_04655,MIJGKE_10210,JCNBHB_10215,CGGMPE_10210,LOEDCI_04860,FNCLAJ_04660
group_3268,amyA,Glycosidase/amylase (phosphorylase),FHNNJA_08305,CJHMOJ_06120,HCJMML_06560,LIMHLO_05460,JEILEN_06830,JBIPMC_06630,PEDMFB_08645,PMCJLP_06295,MIJGKE_08650,JCNBHB_08650,CGGMPE_08645,LOEDCI_06460,FNCLAJ_06290
group_3267,amyA,Glycosidase/amylase (phosphorylase),FHNNJA_08295,CJHMOJ_06130,HCJMML_06570,LIMHLO_05470,JEILEN_06840,JBIPMC_06640,PEDMFB_08635,PMCJLP_06305,MIJGKE_08640,JCNBHB_08640,CGGMPE_08635,LOEDCI_06470,FNCLAJ_06300
group_3266,,OmpR/PhoB-type domain-containing protein,FHNNJA_03880,CJHMOJ_10675,HCJMML_11595,LIMHLO_09315,JEILEN_11735,JBIPMC_11695,PEDMFB_03945,PMCJLP_10515,MIJGKE_03945,JCNBHB_03945,CGGMPE_03945,LOEDCI_11865,FNCLAJ_10785
group_3265,pepT,peptidase T,FHNNJA_02220,CJHMOJ_13055,HCJMML_13675,LIMHLO_11200,JEILEN_14080,JBIPMC_13780,PEDMFB_01835,PMCJLP_12885,MIJGKE_01835,JCNBHB_01835,CGGMPE_01835,LOEDCI_13625,FNCLAJ_13155
group_3264,,Pseudouridine synthase,FHNNJA_12180,CJHMOJ_02440,HCJMML_03030,LIMHLO_02055,JEILEN_03045,JBIPMC_03070,PEDMFB_12675,PMCJLP_02825,MIJGKE_12605,JCNBHB_12615,CGGMPE_12315,LOEDCI_03075,FNCLAJ_02830
group_3263,tag,3-methyladenine DNA glycosylase Tag,FHNNJA_02370,CJHMOJ_12920,HCJMML_13540,LIMHLO_11065,JEILEN_13935,JBIPMC_13645,PEDMFB_01975,PMCJLP_12750,MIJGKE_01975,JCNBHB_01975,CGGMPE_01975,LOEDCI_13480,FNCLAJ_13020
group_3260,ushA;,2'3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase 5'-nucleotidase family;5'-nucleotidase C-terminal domain-containing protein,FHNNJA_00270,CJHMOJ_00265,HCJMML_00270,LIMHLO_00265,JEILEN_00280,JBIPMC_00270,PEDMFB_00270,PMCJLP_00270,MIJGKE_00270,JCNBHB_00270,CGGMPE_00270,LOEDCI_00585,FNCLAJ_00270
group_3259,ynzC,UPF0291 protein EF_0064,FHNNJA_00280,CJHMOJ_00275,HCJMML_00280,LIMHLO_00275,JEILEN_00290,JBIPMC_00280,PEDMFB_00280,PMCJLP_00280,MIJGKE_00280,JCNBHB_00280,CGGMPE_00280,LOEDCI_00595,FNCLAJ_00280
group_3258,,ABC transporter permease,FHNNJA_03430,CJHMOJ_11170,HCJMML_12330,LIMHLO_09790,JEILEN_12505,JBIPMC_12435,PEDMFB_03440,PMCJLP_11015,MIJGKE_03440,JCNBHB_03440,CGGMPE_03440,LOEDCI_12345,FNCLAJ_11290
group_3257,ushA,2'3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase 5'-nucleotidase family,FHNNJA_09235,CJHMOJ_05270,HCJMML_05760,LIMHLO_04670,JEILEN_06005,JBIPMC_05815,PEDMFB_09395,PMCJLP_05435,MIJGKE_09400,JCNBHB_09405,CGGMPE_09400,LOEDCI_05665,FNCLAJ_05440
group_3255,proC,pyrroline-5-carboxylate reductase,FHNNJA_04640,CJHMOJ_09910,HCJMML_10780,LIMHLO_08600,JEILEN_10950,JBIPMC_10880,PEDMFB_04755,PMCJLP_09755,MIJGKE_04760,JCNBHB_04755,CGGMPE_04755,LOEDCI_11095,FNCLAJ_10025
group_3254,,DUF3324 domain-containing protein,FHNNJA_11955,CJHMOJ_02665,HCJMML_03265,LIMHLO_02255,JEILEN_03270,JBIPMC_03305,PEDMFB_12325,PMCJLP_03050,MIJGKE_12325,JCNBHB_12335,CGGMPE_12035,LOEDCI_03280,FNCLAJ_03055
group_3253,menH,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,FHNNJA_13130,CJHMOJ_02060,HCJMML_01855,LIMHLO_01705,JEILEN_01950,JBIPMC_01870,PEDMFB_13905,PMCJLP_01800,MIJGKE_13840,JCNBHB_13845,CGGMPE_13545,LOEDCI_02075,FNCLAJ_01800
group_3252,nifS,Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme NifS family,FHNNJA_13490,CJHMOJ_01715,HCJMML_01575,LIMHLO_01420,JEILEN_01595,JBIPMC_01585,PEDMFB_01430,PMCJLP_01455,MIJGKE_01430,JCNBHB_01430,CGGMPE_01430,LOEDCI_01705,FNCLAJ_01455
group_3251,ssnA,Cytosine/adenosine deaminase or related metal-dependent hydrolase,FHNNJA_08965,CJHMOJ_05450,HCJMML_05940,LIMHLO_04890,JEILEN_06185,JBIPMC_05995,PEDMFB_09215,PMCJLP_05615,MIJGKE_09220,JCNBHB_09225,CGGMPE_09220,LOEDCI_05845,FNCLAJ_05620
group_3250,,putative kinase contains AAA domain,FHNNJA_09855,CJHMOJ_04530,HCJMML_05115,LIMHLO_04045,JEILEN_05115,JBIPMC_05170,PEDMFB_10035,PMCJLP_04825,MIJGKE_10040,JCNBHB_10045,CGGMPE_10040,LOEDCI_05025,FNCLAJ_04830
galT2,galT2,UDP-glucose--hexose-1-phosphate uridylyltransferase,FHNNJA_03225,CJHMOJ_11375,HCJMML_12535,LIMHLO_09995,JEILEN_12710,JBIPMC_12640,PEDMFB_03220,PMCJLP_11220,MIJGKE_03220,JCNBHB_03220,CGGMPE_03220,LOEDCI_12550,FNCLAJ_11495
group_3249,,DUF3114 domain-containing protein,FHNNJA_13925,CJHMOJ_14115,HCJMML_14710,LIMHLO_12250,JEILEN_15105,JBIPMC_14810,PEDMFB_14935,PMCJLP_13935,MIJGKE_14870,JCNBHB_14875,CGGMPE_14575,LOEDCI_14625,FNCLAJ_14205
group_3247,truA;,tRNA pseudouridine(38-40) synthase TruA;tRNA pseudouridine synthase,FHNNJA_02450,CJHMOJ_12775,HCJMML_13450,LIMHLO_10990,JEILEN_13820,JBIPMC_13555,PEDMFB_02110,PMCJLP_12600,MIJGKE_02110,JCNBHB_02110,CGGMPE_02110,LOEDCI_13365,FNCLAJ_12875
group_3246,lacC,Tagatose-6-phosphate kinase,FHNNJA_06390,CJHMOJ_07990,HCJMML_08415,LIMHLO_07280,JEILEN_08750,JBIPMC_08495,PEDMFB_06760,PMCJLP_08160,MIJGKE_06765,JCNBHB_06765,CGGMPE_06760,LOEDCI_08390,FNCLAJ_08155
group_3245,vanZ,VanZ-like family protein (function unknown),FHNNJA_12220,CJHMOJ_02395,HCJMML_02990,LIMHLO_02015,JEILEN_03005,JBIPMC_03030,PEDMFB_12720,PMCJLP_02780,MIJGKE_12650,JCNBHB_12660,CGGMPE_12360,LOEDCI_03030,FNCLAJ_02785
coiA,coiA,Competence protein CoiA contains putative nuclease domain,FHNNJA_03670,CJHMOJ_10880,HCJMML_12090,LIMHLO_09520,JEILEN_11940,JBIPMC_12195,PEDMFB_03720,PMCJLP_10725,MIJGKE_03720,JCNBHB_03720,CGGMPE_03720,LOEDCI_12070,FNCLAJ_10990
suhB,suhB,Archaeal fructose-16-bisphosphatase or related enzyme inositol monophosphatase family,FHNNJA_04455,CJHMOJ_10105,HCJMML_10975,LIMHLO_08800,JEILEN_11140,JBIPMC_11075,PEDMFB_04570,PMCJLP_09940,MIJGKE_04575,JCNBHB_04570,CGGMPE_04570,LOEDCI_11280,FNCLAJ_10210
group_3243,,Membrane-spanning protein,FHNNJA_11935,CJHMOJ_02685,HCJMML_03285,LIMHLO_02275,JEILEN_03295,JBIPMC_03325,PEDMFB_12305,PMCJLP_03070,MIJGKE_12305,JCNBHB_12315,CGGMPE_12015,LOEDCI_03300,FNCLAJ_03075
group_3242,,penicillin-binding transpeptidase domain-containing protein;Penicillin-binding protein transpeptidase domain protein,FHNNJA_03130,CJHMOJ_11765,HCJMML_12630,LIMHLO_10095,JEILEN_13110,JBIPMC_12735,PEDMFB_02805,PMCJLP_11310,MIJGKE_02805,JCNBHB_02805,CGGMPE_02805,LOEDCI_12645,FNCLAJ_11585
group_3240,,O-antigen polymerase,FHNNJA_05490,CJHMOJ_09245,HCJMML_09900,LIMHLO_08090,JEILEN_10190,JBIPMC_09990,PEDMFB_05360,PMCJLP_09100,MIJGKE_05365,JCNBHB_05365,CGGMPE_05360,LOEDCI_10055,FNCLAJ_09365
group_3239,araJ,putative arabinose efflux permease AraJ MFS family,FHNNJA_07475,CJHMOJ_06940,HCJMML_07380,LIMHLO_06225,JEILEN_07655,JBIPMC_07455,PEDMFB_07820,PMCJLP_07110,MIJGKE_07825,JCNBHB_07825,CGGMPE_07820,LOEDCI_07300,FNCLAJ_07105
group_3238,mtlA,Phosphotransferase system mannitol-specific IIBC component,FHNNJA_13325,CJHMOJ_01875,HCJMML_01725,LIMHLO_01565,JEILEN_01760,JBIPMC_01740,PEDMFB_14100,PMCJLP_01615,MIJGKE_14035,JCNBHB_14040,CGGMPE_13740,LOEDCI_01870,FNCLAJ_01615
yccU,yccU,putative CoA-binding protein,FHNNJA_07275,CJHMOJ_07090,HCJMML_07530,LIMHLO_06365,JEILEN_07820,JBIPMC_07605,PEDMFB_07640,PMCJLP_07260,MIJGKE_07645,JCNBHB_07645,CGGMPE_07640,LOEDCI_07490,FNCLAJ_07255
group_3237,araJ,putative arabinose efflux permease AraJ MFS family,FHNNJA_06290,CJHMOJ_08025,HCJMML_08450,LIMHLO_07380,JEILEN_08790,JBIPMC_08530,PEDMFB_06725,PMCJLP_08195,MIJGKE_06730,JCNBHB_06730,CGGMPE_06725,LOEDCI_08425,FNCLAJ_08190
group_3235,ydiL,Membrane protease YdiL CAAX protease family,FHNNJA_07120,CJHMOJ_07245,HCJMML_07685,LIMHLO_06520,JEILEN_07975,JBIPMC_07760,PEDMFB_07485,PMCJLP_07415,MIJGKE_07490,JCNBHB_07490,CGGMPE_07485,LOEDCI_07645,FNCLAJ_07410
group_3234,,RNA polymerase alpha subunit C-terminal domain-containing protein,FHNNJA_04725,CJHMOJ_09825,HCJMML_10695,LIMHLO_08515,JEILEN_10865,JBIPMC_10795,PEDMFB_04840,PMCJLP_09670,MIJGKE_04845,JCNBHB_04840,CGGMPE_04840,LOEDCI_11010,FNCLAJ_09940
group_3233,,Mga helix-turn-helix domain-containing protein;M protein trans-acting positive regulator (MGA),FHNNJA_11175,CJHMOJ_03530,HCJMML_04040,LIMHLO_03050,JEILEN_04020,JBIPMC_04085,PEDMFB_11310,PMCJLP_03835,MIJGKE_11310,JCNBHB_11320,CGGMPE_11020,LOEDCI_04000;LOEDCI_04005,FNCLAJ_03840
group_3232,hipB,Transcriptional regulator contains XRE-family HTH domain,FHNNJA_11185,CJHMOJ_03520,HCJMML_04030,LIMHLO_03040,JEILEN_04010,JBIPMC_04075,PEDMFB_11320,PMCJLP_03825,MIJGKE_11320,JCNBHB_11330,CGGMPE_11030,LOEDCI_03990,FNCLAJ_03830
rlmI,rlmI,23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI,FHNNJA_08765,CJHMOJ_05665,HCJMML_06140,LIMHLO_05085,JEILEN_06395,JBIPMC_06200,PEDMFB_09020,PMCJLP_05825,MIJGKE_09025,JCNBHB_09025,CGGMPE_09020,LOEDCI_06045,FNCLAJ_05830
group_3231,,FUSC family protein,FHNNJA_05025,CJHMOJ_09420,HCJMML_10080,LIMHLO_08265,JEILEN_10370,JBIPMC_10170,PEDMFB_05180,PMCJLP_09275,MIJGKE_05185,JCNBHB_05185,CGGMPE_05180,LOEDCI_10560,FNCLAJ_09540
group_3230,,FeoB-associated Cys-rich membrane protein,FHNNJA_12995,CJHMOJ_02200,HCJMML_01990,LIMHLO_01850,JEILEN_02080,JBIPMC_02005,PEDMFB_13770,PMCJLP_01935,MIJGKE_13705,JCNBHB_13710,CGGMPE_13410,LOEDCI_02210,FNCLAJ_01935
hslO,hslO,Hsp33 family molecular chaperone HslO,FHNNJA_01215,CJHMOJ_01065,HCJMML_01180,LIMHLO_01020,JEILEN_01205,JBIPMC_01190,PEDMFB_01025,PMCJLP_01070,MIJGKE_01025,JCNBHB_01025,CGGMPE_01025,LOEDCI_01315,FNCLAJ_01070
mapP,mapP,Maltose 6'-phosphate phosphatase,FHNNJA_10765,CJHMOJ_03940,HCJMML_04455,LIMHLO_03450,JEILEN_04455,JBIPMC_04510,PEDMFB_10905,PMCJLP_04240,MIJGKE_10905,JCNBHB_10915,CGGMPE_10615,LOEDCI_04420,FNCLAJ_04245
group_3229,,Pseudouridine synthase,FHNNJA_12110,CJHMOJ_02510,HCJMML_03075,LIMHLO_02100,JEILEN_03115,JBIPMC_03115,PEDMFB_12480,PMCJLP_02895,MIJGKE_12480,JCNBHB_12490,CGGMPE_12190,LOEDCI_03120,FNCLAJ_02900
group_3228,,Ser/Thr phosphatase family protein,FHNNJA_08535,CJHMOJ_05890,HCJMML_06365,LIMHLO_05310,JEILEN_06630,JBIPMC_06425,PEDMFB_08795,PMCJLP_06050,MIJGKE_08800,JCNBHB_08800,CGGMPE_08795,LOEDCI_06270,FNCLAJ_06055
yueI,yueI,DUF2278 domain-containing protein,FHNNJA_02190,CJHMOJ_13085,HCJMML_13705,LIMHLO_11230,JEILEN_14110,JBIPMC_13810,PEDMFB_01805,PMCJLP_12915,MIJGKE_01805,JCNBHB_01805,CGGMPE_01805,LOEDCI_13655,FNCLAJ_13185
group_3227,pncA,Nicotinamidase-related amidase,FHNNJA_02175,CJHMOJ_13120,HCJMML_13715,LIMHLO_11245,JEILEN_14130,JBIPMC_13820,PEDMFB_01790,PMCJLP_12940,MIJGKE_01790,JCNBHB_01790,CGGMPE_01790,LOEDCI_13680,FNCLAJ_13210
group_3226,,Peptidase M4,FHNNJA_08335,CJHMOJ_06090,HCJMML_06530,LIMHLO_05430,JEILEN_06800,JBIPMC_06600,PEDMFB_08675,PMCJLP_06265,MIJGKE_08680,JCNBHB_08680,CGGMPE_08675,LOEDCI_06430,FNCLAJ_06260
group_3225,,Transcriptional regulator;Transcriptional regulator Cro/CI family;helix-turn-helix transcriptional regulator,FHNNJA_00310,CJHMOJ_00315;CJHMOJ_00310,HCJMML_00310,LIMHLO_00305,JEILEN_00320,JBIPMC_00310,PEDMFB_00310,PMCJLP_00315,MIJGKE_00310,JCNBHB_00310,CGGMPE_00310,LOEDCI_00640;LOEDCI_00635,FNCLAJ_00315
group_3224,nanE,Putative N-acetylmannosamine-6-phosphate epimerase,FHNNJA_00300,CJHMOJ_00300,HCJMML_00300,LIMHLO_00295,JEILEN_00310,JBIPMC_00300,PEDMFB_00300,PMCJLP_00305,MIJGKE_00300,JCNBHB_00300,CGGMPE_00300,LOEDCI_00625,FNCLAJ_00305
group_3223,flgJ,SAG1386/EF1546 family surface-associated protein;autolysin,FHNNJA_11550,CJHMOJ_03170,HCJMML_03720,LIMHLO_02695,JEILEN_03710,JBIPMC_03760,PEDMFB_11670,PMCJLP_03475,MIJGKE_11670,JCNBHB_11680,CGGMPE_11380,LOEDCI_03680,FNCLAJ_03480
group_3222,,DUF3955 domain-containing protein,FHNNJA_11540,CJHMOJ_03180,HCJMML_03730,LIMHLO_02705,JEILEN_03720,JBIPMC_03770,PEDMFB_11660,PMCJLP_03485,MIJGKE_11660,JCNBHB_11670,CGGMPE_11370,LOEDCI_03690,FNCLAJ_03490
group_3221,mngR,DNA-binding transcriptional regulator GntR family,FHNNJA_05800,CJHMOJ_08945,HCJMML_09605,LIMHLO_07810,JEILEN_09595,JBIPMC_09695,PEDMFB_05965,PMCJLP_08800,MIJGKE_05970,JCNBHB_05970,CGGMPE_05965,LOEDCI_09455,FNCLAJ_09065
group_3218,copZ,Copper chaperone CopZ,FHNNJA_13570,CJHMOJ_01370,HCJMML_01490,LIMHLO_01340,JEILEN_01515,JBIPMC_01500,PEDMFB_01350,PMCJLP_01375,MIJGKE_01350,JCNBHB_01350,CGGMPE_01350,LOEDCI_01625,FNCLAJ_01375
group_3217,;ridA,hypothetical protein;Enamine deaminase RidA house cleaning of reactive enamine intermediates YjgF/YER057c/UK114 family,FHNNJA_00535,CJHMOJ_00525,HCJMML_00525;HCJMML_00520,LIMHLO_00535,JEILEN_00500,JBIPMC_00530;JBIPMC_00525,PEDMFB_00490,PMCJLP_00525,MIJGKE_00490,JCNBHB_00490,CGGMPE_00490,LOEDCI_00825,FNCLAJ_00525
group_3216,;qor,zinc-binding dehydrogenase;NADPH:quinone reductase or related Zn-dependent oxidoreductase,FHNNJA_00520;FHNNJA_00525,CJHMOJ_00515,HCJMML_00510,LIMHLO_00525,JEILEN_00490,JBIPMC_00515,PEDMFB_00480,PMCJLP_00515,MIJGKE_00480,JCNBHB_00480,CGGMPE_00480,LOEDCI_00815,FNCLAJ_00515
menH,menH,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase MenH and related esterases alpha/beta hydrolase fold,FHNNJA_10070,CJHMOJ_04310,HCJMML_04905,LIMHLO_03835,JEILEN_04905,JBIPMC_04960,PEDMFB_10260,PMCJLP_04610,MIJGKE_10260,JCNBHB_10270,CGGMPE_10265,LOEDCI_04800,FNCLAJ_04615
mutL,mutL,DNA mismatch repair endonuclease MutL,FHNNJA_01855,CJHMOJ_13480,HCJMML_14095,LIMHLO_11605,JEILEN_14465,JBIPMC_14200,PEDMFB_14255,PMCJLP_13300,MIJGKE_14190,JCNBHB_14195,CGGMPE_13895,LOEDCI_14025,FNCLAJ_13570
group_3214,ridA,Enamine deaminase RidA house cleaning of reactive enamine intermediates YjgF/YER057c/UK114 family,FHNNJA_00135,CJHMOJ_00135,HCJMML_00140,LIMHLO_00135,JEILEN_00135,JBIPMC_00140,PEDMFB_00135,PMCJLP_00135,MIJGKE_00135,JCNBHB_00135,CGGMPE_00135,LOEDCI_00140,FNCLAJ_00135
group_3213,phoE,Broad specificity phosphatase PhoE,FHNNJA_03735,CJHMOJ_10820,HCJMML_12035,LIMHLO_09460,JEILEN_11880,JBIPMC_12140,PEDMFB_03780,PMCJLP_10665,MIJGKE_03780,JCNBHB_03780,CGGMPE_03780,LOEDCI_12010,FNCLAJ_10930
group_3212,,Nodulation efficiency protein D,FHNNJA_08475,CJHMOJ_05950,HCJMML_06425,LIMHLO_05370,JEILEN_06690,JBIPMC_06485,PEDMFB_08735,PMCJLP_06110,MIJGKE_08740,JCNBHB_08740,CGGMPE_08735,LOEDCI_06330,FNCLAJ_06115
cadC1,cadC1,DNA-binding winged helix-turn-helix (wHTH) domain,FHNNJA_08150,CJHMOJ_06275,HCJMML_06720,LIMHLO_05625,JEILEN_06995,JBIPMC_06795,PEDMFB_08490,PMCJLP_06450,MIJGKE_08495,JCNBHB_08495,CGGMPE_08490,LOEDCI_06630,FNCLAJ_06445
trmK,trmK,tRNA A22 N1-methylase,FHNNJA_08140,CJHMOJ_06285,HCJMML_06730,LIMHLO_05635,JEILEN_07005,JBIPMC_06805,PEDMFB_08480,PMCJLP_06460,MIJGKE_08485,JCNBHB_08485,CGGMPE_08480,LOEDCI_06640,FNCLAJ_06455
ygiN,ygiN,Quinol monooxygenase YgiN,FHNNJA_10095,CJHMOJ_04285,HCJMML_04880,LIMHLO_03810,JEILEN_04880,JBIPMC_04935,PEDMFB_10285,PMCJLP_04585,MIJGKE_10285,JCNBHB_10295,CGGMPE_10290,LOEDCI_04775,FNCLAJ_04590
group_3211,rimL,Protein N-acetyltransferase RimJ/RimL family,FHNNJA_06065,CJHMOJ_08385,HCJMML_09050,LIMHLO_07580,JEILEN_09070,JBIPMC_09135,PEDMFB_06245,PMCJLP_08540,MIJGKE_06250,JCNBHB_06250,CGGMPE_06245,LOEDCI_08905,FNCLAJ_08535
treR,treR,trehalose operon repressor,FHNNJA_01905,CJHMOJ_13440,HCJMML_14055,LIMHLO_11545,JEILEN_14420,JBIPMC_14160,PEDMFB_14220,PMCJLP_13260,MIJGKE_14155,JCNBHB_14160,CGGMPE_13860,LOEDCI_13980,FNCLAJ_13530
group_3210,,hypothetical protein,FHNNJA_04865,CJHMOJ_09685,HCJMML_10575,LIMHLO_08425,JEILEN_10690,JBIPMC_10675,PEDMFB_04960,PMCJLP_09540,MIJGKE_04965,JCNBHB_04965,CGGMPE_04960,LOEDCI_10720,FNCLAJ_09805
group_3207,ssnA,putative aminohydrolase SsnA,FHNNJA_04090,CJHMOJ_10465,HCJMML_11385,LIMHLO_09100,JEILEN_11525,JBIPMC_11485,PEDMFB_04155,PMCJLP_10305,MIJGKE_04155,JCNBHB_04155,CGGMPE_04155,LOEDCI_11655,FNCLAJ_10575
group_3205,sbcC,DNA repair exonuclease SbcCD ATPase subunit,FHNNJA_03635,CJHMOJ_10955,HCJMML_12125,LIMHLO_09580,JEILEN_12005,JBIPMC_12230,PEDMFB_03645,PMCJLP_10800,MIJGKE_03645,JCNBHB_03645,CGGMPE_03645,LOEDCI_12135,FNCLAJ_11075
ebpB,ebpB,endocarditis and biofilm-associated pilus minor subunit EbpB,FHNNJA_09685,CJHMOJ_04705,HCJMML_05280,LIMHLO_04215,JEILEN_05280,JBIPMC_05335,PEDMFB_09865,PMCJLP_04995,MIJGKE_09870,JCNBHB_09875,CGGMPE_09870,LOEDCI_05195,FNCLAJ_05000
group_3204,,CAP-associated domain-containing protein,FHNNJA_04485,CJHMOJ_10075,HCJMML_10940,LIMHLO_08770,JEILEN_11110,JBIPMC_11040,PEDMFB_04600,PMCJLP_09910,MIJGKE_04605,JCNBHB_04600,CGGMPE_04600,LOEDCI_11250,FNCLAJ_10180
pulO,pulO,Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase,FHNNJA_01535,CJHMOJ_13750,HCJMML_14375,LIMHLO_11905,JEILEN_14755,JBIPMC_14480,PEDMFB_14545,PMCJLP_13570,MIJGKE_14480,JCNBHB_14485,CGGMPE_14185,LOEDCI_14285,FNCLAJ_13840
purH,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,FHNNJA_06515,CJHMOJ_07865,HCJMML_08290,LIMHLO_07150,JEILEN_08625,JBIPMC_08370,PEDMFB_06885,PMCJLP_08035,MIJGKE_06890,JCNBHB_06890,CGGMPE_06885,LOEDCI_08265,FNCLAJ_08030
group_3194,,Phage-related holin (Lysis protein),FHNNJA_08630,CJHMOJ_05800,HCJMML_06275,LIMHLO_05220,JEILEN_06530,JBIPMC_06335,PEDMFB_08885,PMCJLP_05960,MIJGKE_08890,JCNBHB_08890,CGGMPE_08885,LOEDCI_06180,FNCLAJ_05965
group_3192,yhbS,putative N-acetyltransferase YhbS,FHNNJA_09765,CJHMOJ_04625,HCJMML_05205,LIMHLO_04135,JEILEN_05205,JBIPMC_05260,PEDMFB_09945,PMCJLP_04915,MIJGKE_09950,JCNBHB_09955,CGGMPE_09950,LOEDCI_05115,FNCLAJ_04920
group_3191,cspC,Cold shock protein CspA family,FHNNJA_11640,CJHMOJ_02980,HCJMML_03615,LIMHLO_02585,JEILEN_03590,JBIPMC_03655,PEDMFB_11760,PMCJLP_03365,MIJGKE_11760,JCNBHB_11770,CGGMPE_11470,LOEDCI_03600,FNCLAJ_03370
fdhF,;fdhF,Molybdopterin dinucleotide binding domain protein;molybdopterin-dependent oxidoreductase;Molybdopterin oxidoreductase Fe4S4 domain protein;formate dehydrogenase subunit alpha,FHNNJA_08090,CJHMOJ_06335,HCJMML_06780,LIMHLO_05685,JEILEN_07055,JBIPMC_06855,PEDMFB_08430,PMCJLP_06510,MIJGKE_08435,JCNBHB_08435,CGGMPE_08430,LOEDCI_06700;LOEDCI_06695;LOEDCI_06690,FNCLAJ_06505
group_3186,;sUL1,hypothetical protein;Sulfate permease or related transporter MFS superfamily,FHNNJA_02505,CJHMOJ_12395,HCJMML_13360;HCJMML_13355,LIMHLO_10935,JEILEN_13725,JBIPMC_13465;JBIPMC_13460,PEDMFB_02180,PMCJLP_12220,MIJGKE_02180,JCNBHB_02180,CGGMPE_02180,LOEDCI_13255,FNCLAJ_12495
group_3181,lysR;,LysR family transcriptional regulator;Als operon regulatory protein;DNA-binding transcriptional regulator LysR family,FHNNJA_08570,CJHMOJ_05855,HCJMML_06330,LIMHLO_05275,JEILEN_06585;JEILEN_06590,JBIPMC_06390,PEDMFB_08830,PMCJLP_06015,MIJGKE_08835,JCNBHB_08835,CGGMPE_08830,LOEDCI_06235,FNCLAJ_06020
group_3180,,Uncharacterized membrane protein;DUF1003 domain-containing protein,FHNNJA_11790,CJHMOJ_02830,HCJMML_03430,LIMHLO_02425;LIMHLO_02420,JEILEN_03440,JBIPMC_03470,PEDMFB_11915,PMCJLP_03215,MIJGKE_11915,JCNBHB_11925,CGGMPE_11625,LOEDCI_03445,FNCLAJ_03220
ssuD,;ssuD,Luciferase family oxidoreductase FMN-dependent PP_0088 family;Flavin-dependent oxidoreductase luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase),FHNNJA_00285,CJHMOJ_00280;CJHMOJ_00285,HCJMML_00285,LIMHLO_00280,JEILEN_00295,JBIPMC_00285,PEDMFB_00285,PMCJLP_00290;PMCJLP_00285,MIJGKE_00285,JCNBHB_00285,CGGMPE_00285,LOEDCI_00600,FNCLAJ_00290;FNCLAJ_00285
group_3173,;mgtA,hypothetical protein;magnesium-translocating P-type ATPase,FHNNJA_08565,CJHMOJ_05860,HCJMML_06335,LIMHLO_05280,JEILEN_06595;JEILEN_06600,JBIPMC_06395,PEDMFB_08825,PMCJLP_06020,MIJGKE_08830,JCNBHB_08830,CGGMPE_08825,LOEDCI_06240,FNCLAJ_06025
